data,cdi_dia_pct,fator,cdi_acumulado
2013-06-26,0.029514,1.00029514,1.2504377095103085
2013-06-27,0.029514,1.00029514,1.2508067636958933
2013-06-28,0.029514,1.00029514,1.2511759268041305
2013-07-01,0.029514,1.00029514,1.2515451988671673
2013-07-02,0.029514,1.00029514,1.251914579917161
2013-07-03,0.029514,1.00029514,1.2522840699862776
2013-07-04,0.029514,1.00029514,1.2526536691066934
2013-07-05,0.029514,1.00029514,1.2530233773105934
2013-07-08,0.029514,1.00029514,1.2533931946301728
2013-07-09,0.029514,1.00029514,1.2537631210976359
2013-07-10,0.029514,1.00029514,1.2541331567451965
2013-07-11,0.031353,1.00031353,1.2545263651138308
2013-07-12,0.031353,1.00031353,1.2549196967650849
2013-07-15,0.031353,1.00031353,1.2553131517376115
2013-07-16,0.031353,1.00031353,1.2557067300700757
2013-07-17,0.031353,1.00031353,1.2561004318011544
2013-07-18,0.031353,1.00031353,1.2564942569695368
2013-07-19,0.031353,1.00031353,1.2568882056139243
2013-07-22,0.031353,1.00031353,1.2572822777730304
2013-07-23,0.031353,1.00031353,1.2576764734855803
2013-07-24,0.031353,1.00031353,1.258070792790312
2013-07-25,0.031353,1.00031353,1.2584652357259756
2013-07-26,0.031353,1.00031353,1.2588598023313327
2013-07-29,0.031353,1.00031353,1.2592544926451574
2013-07-30,0.031353,1.00031353,1.2596493067062364
2013-07-31,0.031353,1.00031353,1.260044244553368
2013-08-01,0.031389,1.00031389,1.2604397598412906
2013-08-02,0.031389,1.00031389,1.2608353992775072
2013-08-05,0.031353,1.00031353,1.2612307090002426
2013-08-06,0.031353,1.00031353,1.2616261426644353
2013-08-07,0.031353,1.00031353,1.2620217003089447
2013-08-08,0.031353,1.00031353,1.2624173819726423
2013-08-09,0.031353,1.00031353,1.262813187694412
2013-08-12,0.031353,1.00031353,1.2632091175131497
2013-08-13,0.031353,1.00031353,1.2636051714677634
2013-08-14,0.031353,1.00031353,1.2640013495971736
2013-08-15,0.031353,1.00031353,1.2643976519403126
2013-08-16,0.031353,1.00031353,1.2647940785361254
2013-08-19,0.031353,1.00031353,1.2651906294235686
